concept_competeswith	1
concept_subpartof	2
concept_clothingtogowithclothing	3
concept_atlocation	4
concept_attractionofcity	5
concept_agentbelongstoorganization	6
concept_agentcollaborateswithagent	7
concept_mutualproxyfor	8
concept_locatedat	9
concept_locationactedinbyagent	10
concept_agentcompeteswithagent	11
concept_subpartoforganization	12
concept_teamplaysinleague	13
concept_agentactsinlocation	14
concept_agentcontrols	15
concept_organizationheadquarteredincity	16
concept_journalistwritesforpublication	17
concept_superpartof	18
concept_hasofficeincity	19
concept_proxyfor	20
concept_citylocatedinstate	21
concept_synonymfor	22
concept_organizationhasagent	23
concept_languageofcountry	24
concept_academicprogramatuniversity	25
concept_teamplaysagainstteam	26
concept_professionistypeofprofession	27
concept_hotelincity	28
concept_acquiredby	29
concept_organizationleadbyperson	30
concept_proxyof	31
concept_atdate	32
concept_createdbyagent	33
concept_cityhascompanyoffice	34
concept_citylocatedincountry	35
concept_inverseoflanguegeschoolincity	36
concept_acquired	37
concept_companyalsoknownas	38
concept_companyceo	39
concept_televisionstationaffiliatedwith	40
concept_personattendsschool	41
concept_personbelongstoorganization	42
concept_personborninlocation	43
concept_agentparticipatedinevent	44
concept_agentinvolvedwithitem	45
concept_automodelproducedbymaker	46
concept_iteminvolvedwithagent	47
concept_locationlocatedwithinlocation	48
concept_worksfor	49
concept_politicianholdsoffice	50
concept_politicianrepresentslocation	51
concept_politicianusendorsedbypoliticianus	52
concept_creativeworkcontributedtobyagent	53
concept_citycapitalofcountry	54
concept_citycapitalofstate	55
concept_organizationhiredperson	56
concept_currencycountry	57
concept_athleteplaysinleague	58
concept_athleteplayssport	59
concept_inverseofcountryisthehomeofsportsteam	60
concept_organizationhasperson	61
concept_organizationheadquarteredinstateorprovince	62
concept_teamalsoknownas	63
concept_teamhomestadium	64
concept_ceoof	65
concept_bodypartcontainsbodypart	66
concept_companyeconomicsector	67
concept_organizationalsoknownas	68
concept_generalizationof	69
concept_citylocatedingeopoliticallocation	70
concept_cityoforganizationheadquarters	71
concept_cityliesonriver	72
concept_geopoliticallocationcontainscity	73
concept_inverseofvegetableproductioninstateorprovince	74
concept_locationcontainslocation	75
concept_cityalsoknownas	76
concept_cityhotels	77
concept_headquarteredin	78
concept_agenthaswebsite	79
concept_organizationterminatedperson	80
concept_personhiredbyorganization	81
concept_animalpreyson	82
concept_controlledbyagent	83
concept_animalistypeofanimal	84
concept_countryalsoknownas	85
concept_countrycapital	86
concept_countrycities	87
concept_countrylocatedingeopoliticallocation	88
concept_citytelevisionstation	89
concept_inverseofautomobilemakerdealersincity	90
concept_superpartoforganization	91
concept_eventhasparticipantagent	92
concept_topmemberoforganization	93
concept_personhascitizenship	94
concept_universityoperatesinlanguage	95
concept_isoneoccurrenceof	96
concept_isshorterthan	97
concept_statelocatedincountry	98
concept_athletealsoknownas	99
concept_riverflowsthroughcity	100
concept_musicartistmusician	101
concept_scenecontainsobject	102
concept_hasspouse	103
concept_countrylanguage	104
concept_geopoliticallocationcontainscountry	105
concept_athletehomestadium	106
concept_athleteledsportsteam	107
concept_inverseofanimaleatfood	108
concept_locationrepresentedbypolitician	109
concept_statecontainscity	110
concept_stateorprovinceisborderedbystateorprovince	111
concept_stateorprovinceoforganizationheadquarters	112
concept_inverseofbankchiefexecutiveceo	113
concept_animalpredators	114
concept_publicationjournalist	115
concept_worker	116
concept_cityattractions	117
concept_citysportsteams	118
concept_geopoliticallocationcontainsstate	119
concept_clothingmadefromplant	120
concept_countrystates	121
concept_teamplaysincity	122
concept_teamplayssport	123
concept_personleadsorganization	124
concept_countrycurrency	125
concept_inverseofbankbankincountry	126
concept_inverseofanimalsuchasinvertebrate	127
concept_bodypartwithinbodypart	128
concept_musicianplaysinstrument	129
concept_stadiumhometeam	130
concept_agentcreated	131
concept_websiteoperatedbyagent	132
concept_organizationdissolvedatdate	133
concept_parentofperson	134
concept_instrumentplayedbymusician	135
concept_languageofuniversity	136
concept_stadiumlocatedincity	137
concept_inverseofanimalfeedoninsect	138
concept_languageofcity	139
concept_languageschoolincity	140
concept_teamcoach	141
concept_organizationheadquarteredincountry	142
concept_dateof	143
concept_dateoforganzationdissolution	144
concept_personterminatedbyorganization	145
concept_televisionstationincity	146
concept_diseasemaybecausedbydrug	147
concept_inverseofpersongraduatedfromuniversity	148
concept_newspaperincity	149
concept_specializationof	150
concept_inverseofathleteledsportsteam	151
concept_arthropodcanbeveryirritatingtomammal	152
concept_producedby	153
concept_buildinglocatedincity	154
concept_countryhascompanyoffice	155
concept_animaleatvegetable	156
concept_cityparks	157
concept_persongraduatedfromuniversity	158
concept_agriculturalproductcookedwithagriculturalproduct	159
concept_agriculturalproductincludingagriculturalproduct	160
concept_inverseofanimaleatvegetable	161
concept_cityleadbyperson	162
concept_citystadiums	163
concept_geopoliticalorganizationleadbyperson	164
concept_teamingame	165
concept_geopoliticallocationresidenceofpersion	166
concept_politicianusendorsespoliticianus	167
concept_inverseofsportschoolincountry	168
concept_inverseofagriculturalproductcamefromcountry	169
concept_inverseofsportfansincountry	170
concept_locationofitemexistence	171
concept_hassibling	172
concept_organizationacronymhasname	173
concept_automobilemakercardealersinstateorprovince	174
concept_automobilemakerdealersincountry	175
concept_inverseofarthropodfeedoninsect	176
concept_animalsuchasinvertebrate	177
concept_organizationhastopmember	178
concept_animaleatfood	179
concept_inverseofagriculturalproductcookedwithagricultureproduct	180
concept_universityhasacademicprogram	181
concept_sportfansincountry	182
concept_sportusesequipment	183
concept_cityofpersonbirth	184
concept_animaltypehasanimal	185
concept_personleadsgeopoliticalorganization	186
concept_citynewspaper	187
concept_inverseofbankboughtbank	188
concept_animalsuchasfish	189
concept_animalsuchasinsect	190
concept_inverseofagriculturalproductgrowninlandscapefeature	191
concept_bankbankincountry	192
concept_bankchiefexecutiveceo	193
concept_leagueteams	194
concept_locationofpersonbirth	195
concept_athleteplaysforteam	196
concept_cityradiostation	197
concept_personbornincity	198
concept_persondiedincity	199
concept_personhasresidenceinstateorprovince	200
concept_politicalgroupofpoliticianus	201
concept_officeheldbypoliticianus	202
concept_countryhascitizen	203
concept_airportincity	204
concept_writerwasbornincity	205
concept_personalsoknownas	206
concept_citycontainsbuilding	207
concept_cityuniversities	208
concept_companiesheadquarteredhere	209
concept_televisioncompanyaffiliate	210
concept_hasofficeincountry	211
concept_teammember	212
concept_leaguestadiums	213
concept_personhasjobposition	214
concept_hasfamilymember	215
concept_attractionbefallincity	216
concept_arthropodlookslikeinsect	217
concept_inverseofautomobilemakerdealersincountry	218
concept_automobilemakerdealersincity	219
concept_inverseofautomobilemakerchiefexecutiveceo	220
concept_personleadscity	221
concept_itemexistsatlocation	222
concept_animalthatfeedoninsect	223
concept_animaldevelopdisease	224
concept_musicianinmusicartist	225
concept_organizationnamehasacronym	226
concept_yearofmarriage	227
concept_dateoforganizationcreation	228
concept_inverseofpersonmovedtostateorprovince	229
concept_publicationwritesabout	230
concept_coachesteam	231
concept_arthropodandotherarthropod	232
concept_beveragemadefrombeverage	233
concept_countryoforganizationheadquarters	234
concept_jobpositionheldbyperson	235
concept_academicfieldusedbyeconomicsector	236
concept_statehascapital	237
concept_economicsectorcompany	238
concept_professiontypehasprofession	239
concept_countrycontainsfarm	240
concept_countryofpersondeath	241
concept_inverseofinvertebrateturnintoinsect	242
concept_chemicalistypeofchemical	243
concept_agentworkedondrug	244
concept_subjectconcernedbyacademicfield	245
concept_academicfieldsuchasacademicfield	246
concept_inverseofstadiumoreventvenuedisclosescompany	247
concept_academicfieldconcernssubject	248
concept_chemicaltypehaschemical	249
concept_automobilemakerchiefexecutiveceo	250
concept_wifeof	251
concept_citylanguage	252
concept_organizationhasofficialwebsite	253
concept_lakeinstate	254
concept_inverseofweaponmadeincountry	255
concept_cityhasairport	256
concept_ownedbyagent	257
concept_agentholdssharesincompany	258
concept_officeheldbypolitician	259
concept_producesproduct	260
concept_animalsuchasmollusk	261
concept_radiostationincity	262
concept_schoolattendedbyperson	263
concept_leagueplayers	264
concept_leaguecoaches	265
concept_inverseofcoachcanspeaklanguage	266
concept_countryisthehomeofsportsteam	267
concept_professionactsatthesameareaofpoliticissue	268
concept_players	269
concept_statelocatedingeopoliticallocation	270
concept_stadiumhometosport	271
concept_inverseofarthropodandotherarthropod	272
concept_persongraduatedschool	273
concept_countriessuchascountries	274
concept_personhasparent	275
concept_politicianusmemberofpoliticalgroup	276
concept_inverseofanimalsuchasinsect	277
concept_inverseofautomobilemakercardealersinstateorprovince	278
concept_roomcancontainitem	279
concept_schoolgraduatedperson	280
concept_stadiumhometoleague	281
concept_personmovedtostateorprovince	282
concept_coachesinleague	283
concept_arthropodcalledarthropod	284
concept_istallerthan	285
concept_inverseofarthropodcalledarthropod	286
concept_sportschoolincountry	287
concept_organizationcreatedatdate	288
concept_officialwebsiteoforganization	289
concept_mammalsuchasmammal	290
concept_sportteam	291
concept_vegetableproductioninstateorprovince	292
concept_stateorprovinceofpersonbirth	293
concept_insecteatsgrain	294
concept_motherofperson	295
concept_stadiumhometoathlete	296
concept_inverseofvegetableisproducedatcountry	297
concept_sportsgameteam	298
concept_inverseofcountriessuchascountries	299
concept_winneringame	300
concept_inverseofanimalsuchasfish	301
concept_marriedinyear	302
concept_personhasresidenceingeopoliticallocation	303
concept_fishservedwithfood	304
concept_teammate	305
concept_productproducedincountry	306
concept_drugworkedonbyagent	307
concept_inverseofagriculturalproductincludingagriculturalproduct	308
concept_transportationincity	309
concept_arthropodthatfeedoninsect	310
concept_bankboughtbank	311
concept_musicartistgenre	312
concept_inverseofarthropodlooklikeinsect	313
concept_musicalartisthadapetanimal	314
concept_inverseofanimaldevelopdisease	315
concept_fooddecreasestheriskofdisease	316
concept_persondiedincountry	317
concept_agriculturalproductcamefromcountry	318
concept_inverseofanimalssuchasmammals	319
concept_inverseofcoachworksincountry	320
concept_haswife	321
concept_inverseofinvertebratefeedonfood	322
concept_mammalcanbeirritatedbyarthropod	323
concept_personhasresidenceincity	324
concept_inverseofagriculturalproducttoattractinsect	325
concept_inverseofacademicfieldsuchasacademicfield	326
concept_politicianusholdsoffice	327
concept_agriculturalproducttoattractinsect	328
concept_locationofpersondeath	329
concept_farmlocatedincountry	330
concept_cityhashospital	331
concept_coachworksincountry	332
concept_sportusesstadium	333
concept_dateofpersonbirth	334
concept_countryproducesproduct	335
concept_inverseofmusicalartisthadapetanimal	336
concept_animalssuchasmammals	337
concept_statehaslake	338
concept_cityhostsattraction	339
concept_athleteinjuredhisbodypart	340
concept_personborninstateorprovince	341
concept_personhasmother	342
concept_statecontainsfarm	343
concept_museumincity	344
concept_parkincity	345
concept_ismultipleof	346
concept_automakerproducesmodel	347
concept_itemfoundinroom	348
concept_organizationcreatedbyperson	349
concept_inverseofmammalsuchasmammal	350
concept_arachnidiseatenbybird	351
concept_sportsgamedate	352
concept_countryresidenceofperson	353
concept_stadiumoreventvenuedisclosescompany	354
concept_vegetableisproducedatcountry	355
concept_economicsectorusingacademicfield	356
concept_coachcanspeaklanguage	357
concept_cityresidenceofperson	358
concept_sportsgamewinner	359
concept_weaponmadeincountry	360
concept_agentowns	361
concept_equipmentusedbysport	362
concept_musicgenreartist	363
concept_personwrittenaboutinpublication	364
concept_inverseofwriterwasbornincity	365
concept_inverseofarachnidiseatenbybird	366
concept_sportnamehasoriginlanguage	367
concept_inverseofagriculturalproductgrowinginstateorprovince	368
concept_invertebratefeedonfood	369
concept_stateorprovinceresidenceofperson	370
concept_coachesathlete	371
concept_inverseofathleteinjuredhisbodypart	372
concept_agriculturalproductgrowinginstateorprovince	373
concept_farmlocatedinstate	374
concept_inverseofclothingmadefromplant	375
concept_objectfoundinscene	376
concept_personhasage	377
concept_personhasresidenceincountry	378
concept_universityincity	379
concept_inverseoffooddecreasestheriskofdisease	380
concept_persondeathdate	381
concept_cityhastransportation	382
concept_persondiedinlocation	383
concept_invertebrateturnintoinsect	384
concept_inverseoffishservedwithfood	385
concept_inverseofanimalsuchasmollusk	386
concept_personhasfather	387
concept_dateofsportsgame	388
concept_inverseofbeveragemadefrombeverage	389
concept_inverseofinsecteatsgrain	390
concept_agentcontributedtocreativework	391
concept_academicfieldusedinjobposition	392
concept_agentcreatedorganization	393
concept_statehasmountain	394
concept_dateofpersondeath	395
concept_cityofpersondeath	396
concept_agriculturalproductgrowninlandscapefeatures	397
concept_companyhasshareholder	398
concept_countryofpersonbirth	399
concept_husbandof	400
concept_languageofsportsgame	401
concept_personbirthdate	402
concept_jobpositionusesacademicfield	403
concept_athletecoach	404
concept_mountaininstate	405
